,Source,SourcePOS,SourceDep,Target,TargetPOS,TargetDep
288,"Understand that girls like it when you ca n't take your eyes off them , but not when you 're staring at their boobs .","['VB', 'IN', 'NNS', 'IN', 'PRP', 'WRB', 'PRP', 'MD', 'RB', 'VB', 'PRP$', 'NNS', 'IN', 'PRP', ',', 'CC', 'RB', 'WRB', 'PRP', 'VBP', 'VBG', 'IN', 'PRP$', 'NNS', '.']","[('root', 0), ('mark', 10), ('nsubj', 10), ('case', 5), ('nmod', 3), ('mark', 10), ('nsubj', 10), ('aux', 10), ('advmod', 10), ('advcl', 1), ('nmod:poss', 12), ('obj', 10), ('case', 14), ('obl', 10), ('punct', 21), ('cc', 21), ('advmod', 21), ('mark', 21), ('nsubj', 21), ('aux', 21), ('conj', 10), ('case', 24), ('nmod:poss', 24), ('obl', 21), ('punct', 1)]","Many girls like it when you ca n't take your eyes off them , but not when you 're staring at their boobs .","['JJ', 'NNS', 'VBP', 'PRP', 'WRB', 'PRP', 'MD', 'RB', 'VB', 'PRP$', 'NNS', 'IN', 'PRP', ',', 'CC', 'RB', 'WRB', 'PRP', 'VBP', 'VBG', 'IN', 'PRP$', 'NNS', '.']","[('amod', 2), ('nsubj', 3), ('root', 0), ('obj', 3), ('mark', 9), ('nsubj', 9), ('aux', 9), ('advmod', 9), ('advcl', 3), ('nmod:poss', 11), ('obj', 9), ('case', 13), ('obl', 9), ('punct', 20), ('cc', 20), ('advmod', 20), ('mark', 20), ('nsubj', 20), ('aux', 20), ('conj', 9), ('case', 23), ('nmod:poss', 23), ('obl', 20), ('punct', 3)]"
289,"Restrict use of words like "" hot "" or "" sexy "" .","['VB', 'NN', 'IN', 'NNS', 'IN', '``', 'JJ', ""''"", 'CC', '``', 'NN', ""''"", '.']","[('root', 0), ('obj', 1), ('case', 4), ('nmod', 2), ('case', 7), ('punct', 7), ('nmod', 4), ('punct', 7), ('cc', 11), ('punct', 11), ('conj', 7), ('punct', 11), ('punct', 1)]","And try to restrict using words like "" hot "" or "" sexy .","['CC', 'VB', 'TO', 'VB', 'VBG', 'NNS', 'IN', '``', 'JJ', ""''"", 'CC', '``', 'JJ', '.']","[('cc', 2), ('root', 0), ('mark', 4), ('xcomp', 2), ('xcomp', 4), ('obj', 5), ('case', 9), ('punct', 9), ('nmod', 6), ('punct', 9), ('cc', 13), ('punct', 13), ('conj', 9), ('punct', 2)]"
290,Exhibit good manners .,"['VB', 'JJ', 'NNS', '.']","[('root', 0), ('amod', 3), ('obj', 1), ('punct', 1)]",Always exhibit good manners .,"['RB', 'VB', 'JJ', 'NNS', '.']","[('advmod', 2), ('root', 0), ('amod', 4), ('obj', 2), ('punct', 2)]"
291,"Realize that it is the Holy Spirit who gives the words that you speak and not you yourself : "" And they were all filled with the Holy Spirit , and began to speak with other tongues , as the Spirit gave them utterance .","['VB', 'IN', 'PRP', 'VBZ', 'DT', 'NNP', 'NN', 'WP', 'VBZ', 'DT', 'NNS', 'WDT', 'PRP', 'VBP', 'CC', 'RB', 'PRP', 'PRP', ':', '``']","[('root', 0), ('mark', 7), ('nsubj', 7), ('cop', 7), ('det', 7), ('compound', 7), ('ccomp', 1), ('nsubj', 9), ('acl:relcl', 7), ('det', 11), ('obj', 9), ('obj', 14), ('nsubj', 14), ('acl:relcl', 11), ('cc', 17), ('cc', 17), ('conj', 12), ('obj', 14), ('punct', 1), ('punct', 1)]",This is not a selfish thing but rather the purpose is that if you are built up then you can build up or encourage others He that speaketh in an unknown tongue edifieth himself ; but he that prophesieth edifieth the church.1Corinthians 14 : 4,"['DT', 'VBZ', 'RB', 'DT', 'JJ', 'NN', 'CC', 'RB', 'DT', 'NN', 'VBZ', 'IN', 'IN', 'PRP', 'VBP', 'VBN', 'RP', 'RB', 'PRP', 'MD', 'VB', 'RP', 'CC', 'VB', 'NNS']","[('nsubj', 6), ('cop', 6), ('advmod', 6), ('det', 6), ('amod', 6), ('root', 0), ('cc', 11), ('cc', 11), ('det', 10), ('nsubj', 11), ('conj', 6), ('mark', 21), ('mark', 16), ('nsubj:pass', 16), ('aux:pass', 16), ('advcl', 21), ('compound:prt', 16), ('advmod', 21), ('nsubj', 21), ('aux', 21), ('ccomp', 11), ('compound:prt', 21), ('cc', 24), ('conj', 21), ('obj', 24)]"
292,Acts 2 : 4,"['VBZ', 'CD', ':', 'LS']","[('root', 0), ('obj', 1), ('punct', 1), ('parataxis', 1)]",""" Acts 2 : 4","['``', 'NNS', 'CD', ':', 'LS']","[('punct', 2), ('root', 0), ('nummod', 2), ('punct', 2), ('appos', 2)]"
293,Stand beside window : Other way to take better head shot is stand beside that wall which is besides the window as it will allow natural light photography and camera flashes both on the face .,"['VB', 'IN', 'NN', ':']","[('root', 0), ('case', 3), ('obl', 1), ('punct', 1)]","Another way to take a head shot is to stand beside a wall which is beside the window as it will allow natural light photography and camera flashes , both on the face .","['DT', 'NN', 'TO', 'VB', 'DT', 'NN', 'NN', 'VBZ', 'TO', 'VB', 'IN', 'DT', 'NN', 'WDT', 'VBZ', 'IN', 'DT', 'NN', 'IN', 'PRP', 'MD', 'VB', 'JJ', 'NN', 'NN', 'CC', 'NN', 'NNS', ',', 'CC', 'IN', 'DT', 'NN', '.']","[('det', 2), ('nsubj', 8), ('mark', 4), ('acl', 2), ('det', 7), ('compound', 7), ('obj', 4), ('root', 0), ('mark', 10), ('ccomp', 8), ('case', 13), ('det', 13), ('obl', 10), ('nsubj', 18), ('cop', 18), ('case', 18), ('det', 18), ('acl:relcl', 13), ('mark', 22), ('nsubj', 22), ('aux', 22), ('advcl', 10), ('amod', 24), ('compound', 25), ('obj', 22), ('cc', 28), ('compound', 28), ('conj', 25), ('punct', 22), ('cc:preconj', 33), ('case', 33), ('det', 33), ('obl', 22), ('punct', 8)]"
294,Put on some clashing colors to add to annoyingness and people 's attention if you are a member .,"['VB', 'RP', 'DT', 'VBG', 'NNS', 'TO', 'VB', 'IN', 'NN', 'CC', 'NNS', 'POS', 'NN', 'IN', 'PRP', 'VBP', 'DT', 'NN', '.']","[('root', 0), ('compound:prt', 1), ('det', 5), ('amod', 5), ('obj', 1), ('mark', 7), ('acl', 5), ('case', 13), ('nmod:poss', 13), ('cc', 11), ('conj', 9), ('case', 11), ('obl', 7), ('mark', 18), ('nsubj', 18), ('cop', 18), ('det', 18), ('advcl', 7), ('punct', 1)]","If you are a member , put on some clashing colors to be more annoying and grab people 's attention .","['IN', 'PRP', 'VBP', 'DT', 'NN', ',', 'VB', 'RP', 'DT', 'VBG', 'NNS', 'TO', 'VB', 'RBR', 'JJ', 'CC', 'VB', 'NNS', 'POS', 'NN', '.']","[('mark', 5), ('nsubj', 5), ('cop', 5), ('det', 5), ('advcl', 7), ('punct', 7), ('root', 0), ('compound:prt', 7), ('det', 11), ('amod', 11), ('obj', 7), ('mark', 15), ('cop', 15), ('advmod', 15), ('xcomp', 7), ('cc', 17), ('conj', 15), ('nmod:poss', 20), ('case', 18), ('obj', 17), ('punct', 7)]"
295,Shake the sauce off of your ravioli before eating it .,"['VB', 'DT', 'NN', 'IN', 'IN', 'PRP$', 'NN', 'IN', 'VBG', 'PRP', '.']","[('root', 0), ('det', 3), ('obj', 1), ('case', 7), ('case', 7), ('nmod:poss', 7), ('obl', 1), ('mark', 9), ('advcl', 1), ('obj', 9), ('punct', 1)]",Lightly shake the sauce off of your ravioli before eating it .,"['RB', 'VB', 'DT', 'NN', 'IN', 'IN', 'PRP$', 'NN', 'IN', 'VBG', 'PRP', '.']","[('advmod', 2), ('root', 0), ('det', 4), ('obj', 2), ('case', 8), ('case', 8), ('nmod:poss', 8), ('obl', 2), ('mark', 10), ('advcl', 2), ('obj', 10), ('punct', 2)]"
296,"Feed your peacocks a mixture of chicken pellets and mixed grains ( barley , wheat , rice ) corn feed is also acceptable .","['VB', 'PRP$', 'NNS', 'DT', 'NN', 'IN', 'NN', 'NNS', 'CC', 'VBN', 'NNS', '-LRB-', 'NN', ',', 'NN', ',', 'NN', '-RRB-', 'NN', 'NN', 'VBZ', 'RB', 'JJ', '.']","[('root', 0), ('nmod:poss', 3), ('iobj', 1), ('det', 5), ('obj', 1), ('case', 8), ('compound', 8), ('nmod', 5), ('cc', 11), ('amod', 11), ('conj', 5), ('punct', 13), ('appos', 11), ('punct', 15), ('conj', 13), ('punct', 17), ('conj', 13), ('punct', 13), ('compound', 20), ('nsubj', 23), ('cop', 23), ('advmod', 23), ('parataxis', 1), ('punct', 1)]","To do this , feed your peacocks a mixture of chicken pellets and mixed grains ( barley , wheat , rice ) .","['TO', 'VB', 'DT', ',', 'VB', 'PRP$', 'NNS', 'DT', 'NN', 'IN', 'NN', 'NNS', 'CC', 'VBN', 'NNS', '-LRB-', 'NN', ',', 'NN', ',', 'NN', '-RRB-', '.']","[('mark', 2), ('advcl', 5), ('obj', 2), ('punct', 5), ('root', 0), ('nmod:poss', 7), ('iobj', 5), ('det', 9), ('obj', 5), ('case', 12), ('compound', 12), ('nmod', 9), ('cc', 15), ('amod', 15), ('conj', 9), ('punct', 17), ('appos', 15), ('punct', 17), ('conj', 17), ('punct', 21), ('conj', 17), ('punct', 17), ('punct', 5)]"
297,"Check out the pounds online . ( 25 % of the dogs in pounds ARE purebreds , and surprisingly there ARE puppies . )","['VB', 'RP', 'DT', 'NNS', 'RB', '.', '-LRB-', 'CD', 'NN', 'IN', 'DT', 'NNS', 'IN', 'NNS', 'VBP', 'NNS', ',', 'CC', 'RB', 'EX', 'VBP', 'NNS', '.', '-RRB-']","[('root', 0), ('compound:prt', 1), ('det', 4), ('obj', 1), ('advmod', 1), ('punct', 1), ('punct', 16), ('nummod', 9), ('nsubj', 16), ('case', 12), ('det', 12), ('nmod', 9), ('case', 14), ('nmod', 12), ('cop', 16), ('parataxis', 1), ('punct', 21), ('cc', 21), ('advmod', 21), ('expl', 21), ('conj', 1), ('nsubj', 21), ('punct', 1), ('punct', 1)]","First check out the pounds online . ( 25 % of the dogs in pounds ARE purebreds , and surprisingly there ARE puppies . )","['RB', 'VB', 'RP', 'DT', 'NNS', 'RB', '.', '-LRB-', 'CD', 'NN', 'IN', 'DT', 'NNS', 'IN', 'NNS', 'VBP', 'NNS', ',', 'CC', 'RB', 'EX', 'VBP', 'NNS', '.', '-RRB-']","[('advmod', 2), ('root', 0), ('compound:prt', 2), ('det', 5), ('obj', 2), ('advmod', 2), ('punct', 2), ('punct', 17), ('nummod', 10), ('nsubj', 17), ('case', 13), ('det', 13), ('nmod', 10), ('case', 15), ('nmod', 13), ('cop', 17), ('parataxis', 2), ('punct', 22), ('cc', 22), ('advmod', 22), ('expl', 22), ('conj', 2), ('nsubj', 22), ('punct', 2), ('punct', 2)]"
298,Go to the Special Breed Rescue centers .,"['VB', 'IN', 'DT', 'JJ', 'NNP', 'NN', 'NNS', '.']","[('root', 0), ('case', 7), ('det', 7), ('amod', 7), ('compound', 7), ('compound', 7), ('obl', 1), ('punct', 1)]","Second , go to the Special Breed Rescue centers .","['RB', ',', 'VB', 'IN', 'DT', 'JJ', 'NNP', 'NNP', 'NNS', '.']","[('advmod', 3), ('punct', 3), ('root', 0), ('case', 9), ('det', 9), ('amod', 9), ('compound', 8), ('compound', 9), ('obl', 3), ('punct', 3)]"
299,See How to Adopt a Purebred Dog .,"['VB', 'WRB', 'TO', 'VB', 'DT', 'JJ', 'NN', '.']","[('root', 0), ('advmod', 4), ('mark', 4), ('ccomp', 1), ('det', 7), ('amod', 7), ('obj', 4), ('punct', 1)]",How to Adopt a Purebred Dog,"['WRB', 'TO', 'VB', 'DT', 'JJ', 'NN']","[('advmod', 3), ('mark', 3), ('root', 0), ('det', 6), ('amod', 6), ('obj', 3)]"
300,"Organize everything you own , by colour , or alphabetically , and put everything back in exactly the same place .","['VB', 'NN', 'PRP', 'VBP', ',', 'IN', 'NN', ',', 'CC', 'RB', ',', 'CC', 'VB', 'NN', 'RB', 'IN', 'RB', 'DT', 'JJ', 'NN', '.']","[('root', 0), ('obj', 1), ('nsubj', 4), ('acl:relcl', 2), ('punct', 7), ('case', 7), ('obl', 4), ('punct', 10), ('cc', 10), ('conj', 7), ('punct', 13), ('cc', 13), ('conj', 1), ('obj', 13), ('advmod', 13), ('case', 20), ('advmod', 20), ('det', 20), ('amod', 20), ('obl', 13), ('punct', 1)]","You can do this alphabetically , by colour , or size and put everything back in exactly the same place .","['PRP', 'MD', 'VB', 'DT', 'RB', ',', 'IN', 'NN', ',', 'CC', 'NN', 'CC', 'VB', 'NN', 'RB', 'IN', 'RB', 'DT', 'JJ', 'NN', '.']","[('nsubj', 3), ('aux', 3), ('root', 0), ('obj', 3), ('advmod', 3), ('punct', 3), ('case', 8), ('obl', 3), ('punct', 11), ('cc', 11), ('conj', 8), ('cc', 13), ('conj', 3), ('obj', 13), ('advmod', 13), ('case', 20), ('advmod', 20), ('det', 20), ('amod', 20), ('obl', 13), ('punct', 3)]"
301,"Use things like 1 - 2 tbsp ( 15 - 30 g ) of taco seasoning if making tacos , for instance .","['VB', 'NNS', 'IN', 'CD', 'SYM', 'CD', 'NN', '-LRB-', 'CD', 'SYM', 'CD', 'NN', '-RRB-', 'IN', 'NN', 'NN', 'IN', 'VBG', 'NNS', ',', 'IN', 'NN', '.']","[('root', 0), ('obj', 1), ('case', 7), ('nummod', 7), ('case', 6), ('nmod', 4), ('obl', 1), ('punct', 12), ('nummod', 12), ('case', 11), ('nmod', 9), ('appos', 7), ('punct', 12), ('case', 16), ('compound', 16), ('nmod', 7), ('mark', 18), ('advcl', 1), ('obj', 18), ('punct', 18), ('case', 22), ('obl', 18), ('punct', 1)]","You can use 1 - 2 tbsp ( 15 - 30 g ) of taco seasoning if you 're making tacos , for instance .","['PRP', 'MD', 'VB', 'CD', 'SYM', 'CD', 'NN', '-LRB-', 'CD', 'SYM', 'CD', 'NN', '-RRB-', 'IN', 'NN', 'NN', 'IN', 'PRP', 'VBP', 'VBG', 'NNS', ',', 'IN', 'NN', '.']","[('nsubj', 3), ('aux', 3), ('root', 0), ('nummod', 7), ('case', 6), ('nmod', 4), ('obj', 3), ('punct', 12), ('nummod', 12), ('case', 11), ('nmod', 9), ('appos', 7), ('punct', 12), ('case', 16), ('compound', 16), ('nmod', 7), ('mark', 20), ('nsubj', 20), ('aux', 20), ('advcl', 3), ('obj', 20), ('punct', 20), ('case', 24), ('obl', 20), ('punct', 3)]"
302,Click here to find foreclosure laws in your state .,"['VB', 'RB', 'TO', 'VB', 'NN', 'NNS', 'IN', 'PRP$', 'NN', '.']","[('root', 0), ('advmod', 1), ('mark', 4), ('advcl', 1), ('compound', 6), ('obj', 4), ('case', 9), ('nmod:poss', 9), ('obl', 4), ('punct', 1)]",You can use http://www.foreclosurelaw.org/ to find foreclosure laws in your state .,"['PRP', 'MD', 'VB', 'ADD', 'TO', 'VB', 'NN', 'NNS', 'IN', 'PRP$', 'NN', '.']","[('nsubj', 3), ('aux', 3), ('root', 0), ('obj', 3), ('mark', 6), ('advcl', 3), ('compound', 8), ('obj', 6), ('case', 11), ('nmod:poss', 11), ('obl', 6), ('punct', 3)]"
303,"Note that to get the pressure at any location in millibars , if you know the inches of mercury , simply multiply by 1033 / 30 = 34.433","['VB', 'IN', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNS', ',', 'IN', 'PRP', 'VBP', 'DT', 'NNS', 'IN', 'NN', ',', 'RB', 'RB', 'IN', 'CD', ',', 'CD', 'SYM', 'CD']","[('root', 0), ('mark', 4), ('mark', 4), ('ccomp', 1), ('det', 6), ('obj', 4), ('case', 9), ('det', 9), ('obl', 4), ('case', 11), ('nmod', 9), ('punct', 4), ('mark', 15), ('nsubj', 15), ('advcl', 4), ('det', 17), ('obj', 15), ('case', 19), ('nmod', 17), ('punct', 17), ('advmod', 22), ('advmod', 28), ('case', 26), ('obl', 22), ('case', 26), ('nmod', 24), ('punct', 28), ('parataxis', 1)]","To get the pressure at any location in millibars , if you know the inches of mercury , simply multiply by 1033 / 30 = 34.433","['TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNS', ',', 'IN', 'PRP', 'VBP', 'DT', 'NNS', 'IN', 'NN', ',', 'RB', 'RB', 'IN', 'CD', ',', 'CD', 'SYM', 'CD']","[('mark', 2), ('advcl', 26), ('det', 4), ('obj', 2), ('case', 7), ('det', 7), ('obl', 2), ('case', 9), ('nmod', 7), ('punct', 2), ('mark', 13), ('nsubj', 13), ('advcl', 2), ('det', 15), ('obj', 13), ('case', 17), ('nmod', 15), ('punct', 15), ('advmod', 20), ('advmod', 26), ('case', 24), ('nummod', 26), ('case', 24), ('nmod', 22), ('punct', 26), ('root', 0)]"
304,Find out what information your credit card processing company requires to process credit card purchases without a signature .,"['VB', 'RP', 'WDT', 'NN', 'PRP$', 'NN', 'NN', 'NN', 'NN', 'VBZ', 'TO', 'VB', 'NN', 'NN', 'NNS', 'IN', 'DT', 'NN', '.']","[('root', 0), ('compound:prt', 1), ('det', 4), ('obj', 10), ('nmod:poss', 9), ('compound', 7), ('compound', 9), ('compound', 9), ('nsubj', 10), ('ccomp', 1), ('mark', 12), ('xcomp', 10), ('compound', 14), ('compound', 15), ('obj', 12), ('case', 18), ('det', 18), ('obl', 12), ('punct', 1)]",A credit card processing company will require certain information to process credit card purchases without a signature .,"['DT', 'NN', 'NN', 'NN', 'NN', 'MD', 'VB', 'JJ', 'NN', 'IN', 'VB', 'NN', 'NN', 'NNS', 'IN', 'DT', 'NN', '.']","[('det', 5), ('compound', 3), ('compound', 5), ('compound', 5), ('nsubj', 7), ('aux', 7), ('root', 0), ('amod', 9), ('obj', 7), ('mark', 11), ('advcl', 7), ('compound', 13), ('compound', 14), ('obj', 11), ('case', 17), ('det', 17), ('obl', 11), ('punct', 7)]"
305,Enter the credit card information based on your credit card processing company 's requirements .,"['VB', 'DT', 'NN', 'NN', 'NN', 'VBN', 'IN', 'PRP$', 'NN', 'NN', 'VBG', 'NN', 'POS', 'NNS', '.']","[('root', 0), ('det', 5), ('compound', 4), ('compound', 5), ('obj', 1), ('case', 10), ('case', 10), ('nmod:poss', 10), ('compound', 10), ('obl', 1), ('acl', 10), ('nmod:poss', 14), ('case', 12), ('obj', 11), ('punct', 1)]",This will be determined by your credit card processing company 's requirements .,"['DT', 'MD', 'VB', 'VBN', 'IN', 'PRP$', 'NN', 'NN', 'VBG', 'NN', 'POS', 'NNS', '.']","[('nsubj:pass', 4), ('aux', 4), ('aux:pass', 4), ('root', 0), ('case', 8), ('nmod:poss', 8), ('compound', 8), ('obl', 4), ('advcl', 4), ('nmod:poss', 12), ('case', 10), ('obj', 9), ('punct', 4)]"
306,Look at South Sea black pearls .,"['VB', 'IN', 'NNP', 'NNP', 'JJ', 'NNS', '.']","[('root', 0), ('case', 6), ('compound', 4), ('compound', 6), ('amod', 6), ('obl', 1), ('punct', 1)]",South Sea black pearls .,"['NNP', 'NNP', 'JJ', 'NNS', '.']","[('compound', 2), ('compound', 4), ('amod', 4), ('root', 0), ('punct', 4)]"
307,Look at South Sea white pearls .,"['VB', 'IN', 'NNP', 'NNP', 'JJ', 'NNS', '.']","[('root', 0), ('case', 6), ('compound', 4), ('compound', 6), ('amod', 6), ('obl', 1), ('punct', 1)]",South Sea white pearls .,"['NNP', 'NNP', 'JJ', 'NNS', '.']","[('compound', 2), ('compound', 4), ('amod', 4), ('root', 0), ('punct', 4)]"
308,Look at South Sea gold pearls .,"['VB', 'IN', 'NNP', 'NNP', 'NN', 'NNS', '.']","[('root', 0), ('case', 6), ('compound', 4), ('compound', 6), ('compound', 6), ('obl', 1), ('punct', 1)]",South Sea gold pearls .,"['NNP', 'NNP', 'NN', 'NNS', '.']","[('compound', 2), ('compound', 4), ('compound', 4), ('root', 0), ('punct', 4)]"
309,Examine Cortez pearls .,"['VB', 'NNP', 'NNS', '.']","[('root', 0), ('compound', 3), ('obj', 1), ('punct', 1)]",Cortez pearls .,"['NNP', 'VBZ', '.']","[('nsubj', 2), ('root', 0), ('punct', 2)]"
310,Learn the difference between the two offices .,"['VB', 'DT', 'NN', 'IN', 'DT', 'CD', 'NNS', '.']","[('root', 0), ('det', 3), ('obj', 1), ('case', 7), ('det', 7), ('nummod', 7), ('nmod', 3), ('punct', 1)]",the difference between the two offices .,"['DT', 'NN', 'IN', 'DT', 'CD', 'NNS', '.']","[('det', 2), ('root', 0), ('case', 6), ('det', 6), ('nummod', 6), ('nmod', 2), ('punct', 2)]"
311,Thats it ! Hope I helped if not comment what problem your having for me to help .,"['VB', 'PRP', '.']","[('root', 0), ('obj', 1), ('punct', 1)]",That 's it ! Hope I helped if not comment what problem your having for me to help .,"['DT', 'VBZ', 'PRP', '.']","[('nsubj', 3), ('cop', 3), ('root', 0), ('punct', 3)]"
312,"know yourself , before looking outside your own mind try to understand who you are , this will give you an incite as to how you may think about the world , how your genetic make up effects the way you understand things .","['VB', 'PRP', ',', 'IN', 'VBG', 'IN', 'PRP$', 'JJ', 'NN', 'VB', 'TO', 'VB', 'WP', 'PRP', 'VBP', ',', 'DT', 'MD', 'VB', 'PRP', 'DT', 'NN', 'IN', 'IN', 'WRB', 'PRP', 'MD', 'VB', 'IN', 'DT', 'NN', ',', 'WRB', 'PRP$', 'NN', 'VBP', 'RP', 'NNS', 'DT', 'NN', 'PRP', 'VBP', 'NNS', '.']","[('root', 0), ('obj', 1), ('punct', 1), ('mark', 5), ('advcl', 10), ('case', 9), ('nmod:poss', 9), ('amod', 9), ('obl', 5), ('parataxis', 1), ('mark', 12), ('xcomp', 10), ('obj', 15), ('nsubj', 15), ('ccomp', 12), ('punct', 1), ('nsubj', 19), ('aux', 19), ('parataxis', 1), ('iobj', 19), ('det', 22), ('obj', 19), ('mark', 28), ('fixed', 23), ('advmod', 28), ('nsubj', 28), ('aux', 28), ('acl', 22), ('case', 31), ('det', 31), ('obl', 28), ('punct', 36), ('advmod', 36), ('nmod:poss', 35), ('nsubj', 36), ('ccomp', 28), ('compound:prt', 36), ('obj', 36), ('det', 40), ('obj', 36), ('nsubj', 42), ('acl:relcl', 40), ('obj', 42), ('punct', 1)]","Before looking outside your own mind , try to understand who you are , this will give you an incite as to how you may think about the world , how your genetic make up effects the way you understand things .","['IN', 'VBG', 'IN', 'PRP$', 'JJ', 'NN', ',', 'VB', 'TO', 'VB', 'WP', 'PRP', 'VBP', ',', 'DT', 'MD', 'VB', 'PRP', 'DT', 'NN', 'IN', 'IN', 'WRB', 'PRP', 'MD', 'VB', 'IN', 'DT', 'NN', ',', 'WRB', 'PRP$', 'NN', 'VBP', 'RP', 'NNS', 'DT', 'NN', 'PRP', 'VBP', 'NNS', '.']","[('mark', 2), ('advcl', 8), ('case', 6), ('nmod:poss', 6), ('amod', 6), ('obl', 2), ('punct', 8), ('root', 0), ('mark', 10), ('xcomp', 8), ('obj', 13), ('nsubj', 13), ('ccomp', 10), ('punct', 8), ('nsubj', 17), ('aux', 17), ('parataxis', 8), ('iobj', 17), ('det', 20), ('obj', 17), ('mark', 26), ('fixed', 21), ('advmod', 26), ('nsubj', 26), ('aux', 26), ('acl', 20), ('case', 29), ('det', 29), ('obl', 26), ('punct', 34), ('advmod', 34), ('nmod:poss', 33), ('nsubj', 34), ('ccomp', 26), ('compound:prt', 34), ('obj', 34), ('det', 38), ('obj', 34), ('nsubj', 40), ('acl:relcl', 38), ('obj', 40), ('punct', 8)]"
313,"drink water , the brain needs to be hydrated to think properly","['VB', 'NN', ',', 'DT', 'NN', 'VBZ', 'TO', 'VB', 'VBN', 'TO', 'VB', 'RB']","[('root', 0), ('obj', 1), ('punct', 1), ('det', 5), ('nsubj', 6), ('parataxis', 1), ('mark', 9), ('aux:pass', 9), ('xcomp', 6), ('mark', 11), ('advcl', 9), ('advmod', 11)]",The brain needs to be hydrated to think properly .,"['DT', 'NN', 'VBZ', 'TO', 'VB', 'VBN', 'TO', 'VB', 'RB', '.']","[('det', 2), ('nsubj', 3), ('root', 0), ('mark', 6), ('aux:pass', 6), ('xcomp', 3), ('mark', 8), ('advcl', 6), ('advmod', 8), ('punct', 3)]"
314,"eat well , the body needs to in healthy order to function properly","['VB', 'RB', ',', 'DT', 'NN', 'VBZ', 'TO', 'IN', 'JJ', 'NN', 'TO', 'VB', 'RB']","[('root', 0), ('advmod', 1), ('punct', 1), ('det', 5), ('nsubj', 6), ('parataxis', 1), ('mark', 10), ('case', 9), ('amod', 10), ('mark', 12), ('mark', 12), ('xcomp', 6), ('advmod', 12)]",The body needs to in healthy order to function properly .,"['DT', 'NN', 'VBZ', 'TO', 'IN', 'JJ', 'NN', 'TO', 'VB', 'RB', '.']","[('det', 2), ('nsubj', 3), ('root', 0), ('mark', 9), ('case', 7), ('amod', 7), ('mark', 9), ('mark', 9), ('xcomp', 3), ('advmod', 9), ('punct', 3)]"
315,Make sure the water you 're bringing the tadpoles from is about the same temperature as the water you 're bringing them too .,"['VB', 'JJ', 'DT', 'NN', 'PRP', 'VBP', 'VBG', 'DT', 'NNS', 'IN', 'VBZ', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'PRP', 'VBP', 'VBG', 'PRP', 'RB', '.']","[('root', 0), ('xcomp', 1), ('det', 4), ('nsubj', 15), ('nsubj', 7), ('aux', 7), ('acl:relcl', 4), ('det', 9), ('obj', 7), ('obl', 7), ('cop', 15), ('case', 15), ('det', 15), ('amod', 15), ('ccomp', 1), ('case', 18), ('det', 18), ('nmod', 15), ('nsubj', 21), ('aux', 21), ('acl:relcl', 18), ('obj', 21), ('advmod', 21), ('punct', 1)]",The water you 're bringing the tadpoles from should be about the same temperature as the water you 're bringing them to .,"['DT', 'NN', 'PRP', 'VBP', 'VBG', 'DT', 'NNS', 'IN', 'MD', 'VB', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'PRP', 'VBP', 'VBG', 'PRP', 'IN', '.']","[('det', 2), ('nsubj', 14), ('nsubj', 5), ('aux', 5), ('acl:relcl', 2), ('det', 7), ('obj', 5), ('obl', 5), ('aux', 14), ('cop', 14), ('case', 14), ('det', 14), ('amod', 14), ('root', 0), ('case', 17), ('det', 17), ('nmod', 14), ('nsubj', 20), ('aux', 20), ('acl:relcl', 17), ('obj', 20), ('obl', 20), ('punct', 14)]"
316,Pack your toiletries and first-aid items .,"['VB', 'PRP$', 'NNS', 'CC', 'JJ', 'HYPH', 'NN', 'NNS', '.']","[('root', 0), ('nmod:poss', 3), ('obj', 1), ('cc', 8), ('amod', 7), ('punct', 7), ('compound', 8), ('conj', 3), ('punct', 1)]",Pack toiletries and first-aid items .,"['NN', 'NNS', 'CC', 'JJ', 'HYPH', 'NN', 'NNS', '.']","[('compound', 2), ('root', 0), ('cc', 7), ('amod', 6), ('punct', 6), ('compound', 7), ('conj', 2), ('punct', 2)]"
